#weight	occ	cum	dcum	dCDF
-16.5	46	1100	13348	0.926816
-16.4	37	1137	13302	0.923622
-16.3	57	1194	13265	0.921053
-16.2	47	1241	13208	0.917095
-16.1	44	1285	13161	0.913831
-16	60	1345	13117	0.910776
-15.9	42	1387	13057	0.90661
-15.8	45	1432	13015	0.903694
-15.7	64	1496	12970	0.900569
-15.6	50	1546	12906	0.896126
-15.5	49	1595	12856	0.892654
-15.4	45	1640	12807	0.889251
-15.3	67	1707	12762	0.886127
-15.2	54	1761	12695	0.881475
-15.1	55	1816	12641	0.877725
-15	60	1876	12586	0.873906
-14.9	62	1938	12526	0.86974
-14.8	67	2005	12464	0.865435
-14.7	74	2079	12397	0.860783
-14.6	77	2156	12323	0.855645
-14.5	75	2231	12246	0.850299
-14.4	76	2307	12171	0.845091
-14.3	71	2378	12095	0.839814
-14.2	66	2444	12024	0.834884
-14.1	63	2507	11958	0.830301
-14	72	2579	11895	0.825927
-13.9	75	2654	11823	0.820928
-13.8	83	2737	11748	0.81572
-13.7	72	2809	11665	0.809957
-13.6	73	2882	11593	0.804958
-13.5	78	2960	11520	0.799889
-13.4	89	3049	11442	0.794473
-13.3	96	3145	11353	0.788293
-13.2	113	3258	11257	0.781628
-13.1	97	3355	11144	0.773781
-13	91	3446	11047	0.767046
-12.9	100	3546	10956	0.760728
-12.8	93	3639	10856	0.753784
-12.7	80	3719	10763	0.747327
-12.6	108	3827	10683	0.741772
-12.5	106	3933	10575	0.734273
-12.4	106	4039	10469	0.726913
-12.3	102	4141	10363	0.719553
-12.2	104	4245	10261	0.71247
-12.1	105	4350	10157	0.705249
-12	90	4440	10052	0.697959
-11.9	104	4544	9962	0.691709
-11.8	119	4663	9858	0.684488
-11.7	111	4774	9739	0.676226
-11.6	131	4905	9628	0.668518
-11.5	119	5024	9497	0.659422
-11.4	104	5128	9378	0.65116
-11.3	111	5239	9274	0.643938
-11.2	109	5348	9163	0.636231
-11.1	119	5467	9054	0.628663
-11	124	5591	8935	 0.6204
-10.9	123	5714	8811	0.61179
-10.8	121	5835	8688	0.60325
-10.7	127	5962	8567	0.594848
-10.6	140	6102	8440	0.58603
-10.5	121	6223	8300	0.576309
-10.4	124	6347	8179	0.567907
-10.3	137	6484	8055	0.559297
-10.2	128	6612	7918	0.549785
-10.1	115	6727	7790	0.540897
-10	117	6844	7675	0.532912
-9.9	125	6969	7558	0.524788
-9.8	100	7069	7433	0.516109
-9.7	136	7205	7333	0.509165
-9.6	135	7340	7197	0.499722
-9.5	136	7476	7062	0.490349
-9.4	139	7615	6926	0.480905
-9.3	117	7732	6787	0.471254
-9.2	138	7870	6670	0.46313
-9.1	129	7999	6532	0.453548
-9	121	8120	6403	0.444591
-8.9	125	8245	6282	0.436189
-8.8	122	8367	6157	0.42751
-8.7	125	8492	6035	0.419039
-8.6	145	8637	5910	0.41036
-8.5	117	8754	5765	0.400292
-8.4	102	8856	5648	0.392168
-8.3	113	8969	5546	0.385085
-8.2	116	9085	5433	0.377239
-8.1	111	9196	5317	0.369185
-8	124	9320	5206	0.361478
-7.9	122	9442	5082	0.352868
-7.8	109	9551	4960	0.344397
-7.7	131	9682	4851	0.336828
-7.6	124	9806	4720	0.327732
-7.5	115	9921	4596	0.319122
-7.4	99	10020	4481	0.311137
-7.3	109	10129	4382	0.304263
-7.2	112	10241	4273	0.296695
-7.1	121	10362	4161	0.288918
-7	91	10453	4040	0.280517
-6.9	89	10542	3949	0.274198
-6.8	108	10650	3860	0.268018
-6.7	100	10750	3752	0.260519
-6.6	108	10858	3652	0.253576
-6.5	99	10957	3544	0.246077
-6.4	88	11045	3445	0.239203
-6.3	81	11126	3357	0.233093
-6.2	97	11223	3276	0.227468
-6.1	89	11312	3179	0.220733
-6	86	11398	3090	0.214554
-5.9	97	11495	3004	0.208582
-5.8	92	11587	2907	0.201847
-5.7	88	11675	2815	0.195459
-5.6	90	11765	2727	0.189349
-5.5	95	11860	2637	 0.1831
-5.4	65	11925	2542	0.176503
-5.3	80	12005	2477	0.17199
-5.2	73	12078	2397	0.166435
-5.1	84	12162	2324	0.161366
-5	80	12242	2240	0.155534
-4.9	75	12317	2160	0.149979
-4.8	74	12391	2085	0.144772
-4.7	86	12477	2011	0.139633
-4.6	74	12551	1925	0.133662
-4.5	57	12608	1851	0.128524
-4.4	68	12676	1794	0.124566
-4.3	56	12732	1726	0.119844
-4.2	50	12782	1670	0.115956
-4.1	63	12845	1620	0.112484
-4	47	12892	1557	0.10811
-3.9	46	12938	1510	0.104847
-3.8	42	12980	1464	0.101653
-3.7	60	13040	1422	0.0987363
-3.6	43	13083	1362	0.0945702
-3.5	50	13133	1319	0.0915845
-3.4	46	13179	1269	0.0881128
-3.3	43	13222	1223	0.0849188
-3.2	45	13267	1180	0.0819331
-3.1	62	13329	1135	0.0788085
-3	42	13371	1073	0.0745035
-2.9	30	13401	1031	0.0715873
-2.8	32	13433	1001	0.0695042
-2.7	35	13468	969	0.0672823
-2.6	47	13515	934	0.0648521
-2.5	36	13551	887	0.0615887
-2.4	39	13590	851	0.059089
-2.3	48	13638	812	0.0563811
-2.2	32	13670	764	0.0530482
-2.1	40	13710	732	0.0508263
-2	26	13736	692	0.0480489
-1.9	29	13765	666	0.0462436
-1.8	26	13791	637	0.04423
-1.7	37	13828	611	0.0424247
-1.6	32	13860	574	0.0398556
-1.5	33	13893	542	0.0376337
-1.4	19	13912	509	0.0353423
-1.3	29	13941	490	0.0340231
-1.2	21	13962	461	0.0320094
-1.1	22	13984	440	0.0305513
-1	22	14006	418	0.0290237
-0.9	15	14021	396	0.0274962
-0.8	34	14055	381	0.0264547
-0.7	21	14076	347	0.0240939
-0.6	11	14087	326	0.0226357
-0.5	19	14106	315	0.021872
-0.4	14	14120	296	0.0205527
-0.3	19	14139	282	0.0195806
-0.2	9	14148	263	0.0182614
-0.1	16	14164	254	0.0176364
0	17	14181	238	0.0165255
0.1	11	14192	221	0.0153451
0.2	10	14202	210	0.0145813
0.3	15	14217	200	0.013887
0.4	7	14224	185	0.0128454
0.5	16	14240	178	0.0123594
0.6	6	14246	162	0.0112484
0.7	12	14258	156	0.0108318
0.8	10	14268	144	0.00999861
0.9	8	14276	134	0.00930426
1	5	14281	126	0.00874878
1.1	6	14287	121	0.00840161
1.2	11	14298	115	0.007985
1.3	5	14303	104	0.00722122
1.4	9	14312	99	0.00687405
1.5	4	14316	90	0.00624913
1.6	7	14323	86	0.00597139
1.7	6	14329	79	0.00548535
1.8	6	14335	73	0.00506874
1.9	2	14337	67	0.00465213
2	4	14341	65	0.00451326
2.1	6	14347	61	0.00423552
2.2	3	14350	55	0.00381891
2.3	3	14353	52	0.00361061
2.4	6	14359	49	0.00340231
2.5	3	14362	43	0.0029857
2.6	1	14363	40	0.00277739
2.7	2	14365	39	0.00270796
2.8	3	14368	37	0.00256909
2.9	6	14374	34	0.00236078
3	4	14378	28	0.00194417
3.1	1	14379	24	0.00166644
3.2	1	14380	23	0.001597
3.3	3	14383	22	0.00152757
3.4	1	14384	19	0.00131926
3.5	2	14386	18	0.00124983
3.6	2	14388	16	0.00111096
3.7	2	14390	14	0.000972087
3.8	0	14390	12	0.000833218
3.9	1	14391	12	0.000833218
4	0	14391	11	0.000763783
4.1	2	14393	11	0.000763783
4.2	0	14393	9	0.000624913
4.3	1	14394	9	0.000624913
4.4	1	14395	8	0.000555478
4.5	1	14396	7	0.000486044
4.6	0	14396	6	0.000416609
4.7	1	14397	6	0.000416609
4.8	1	14398	5	0.000347174
4.9	0	14398	4	0.000277739
5	1	14399	4	0.000277739
5.1	0	14399	3	0.000208304
5.2	0	14399	3	0.000208304
5.3	1	14400	3	0.000208304
5.4	0	14400	2	0.00013887
5.5	0	14400	2	0.00013887
5.6	0	14400	2	0.00013887
5.7	0	14400	2	0.00013887
5.8	0	14400	2	0.00013887
5.9	0	14400	2	0.00013887
6	1	14401	2	0.00013887
6.1	0	14401	1	6.94348e-05
6.2	0	14401	1	6.94348e-05
6.3	0	14401	1	6.94348e-05
6.4	0	14401	1	6.94348e-05
6.5	0	14401	1	6.94348e-05
6.6	0	14401	1	6.94348e-05
6.7	0	14401	1	6.94348e-05
6.8	0	14401	1	6.94348e-05
6.9	0	14401	1	6.94348e-05
7	0	14401	1	6.94348e-05
7.1	0	14401	1	6.94348e-05
7.2	1	14402	1	6.94348e-05
